0000327331;Raffi;;Children's, Country, Folk, Jazz, Reggae, Religious, Holiday, International;Children's Folk, Gospel, Sing-Alongs, Children's Songwriters, Calypso, Caribbean Traditions, Holidays;http://cps-static.rovicorp.com/3/JPG_400/MI0003/989/MI0003989104.jpg?partner=allrovi.com
0000266160;Pete Seeger;;Folk, Children's, Pop/Rock;Children's Folk, Folk Revival, Folksongs, Political Folk, Protest Songs, Traditional Folk;http://cps-static.rovicorp.com/3/JPG_500/MI0001/347/MI0001347447.jpg?partner=allrovi.com
0000493327;They Might Be Giants;John Flansburgh, John Linnell, Dan Hickey, Dan Miller, Danny Weinkauf, Hal Cragin, Marty Beller, Brian Doherty, Graham Maby, Kurt Hoffman, Eric Schermerhorn, Tony Maimone;Pop/Rock, Children's;Alternative Pop/Rock, Alternative/Indie Rock, College Rock, Indie Rock, Children's Rock, Post-Punk;http://cps-static.rovicorp.com/3/JPG_400/MI0003/257/MI0003257606.jpg?partner=allrovi.com
0000483130;The Wiggles;Anthony Field, Gregory Page, Jeff Fatt, Murray Cook, Emma, Emma Watkins, Lachlan Gillespie, Simon Pryce;Children's;Sing-Alongs, Children's Songwriters;http://cps-static.rovicorp.com/3/JPG_400/MI0003/659/MI0003659265.jpg?partner=allrovi.com
0000136050;Laurie Berkner;;Children's, Pop/Rock;Children's Rock, Sing-Alongs, Children's Songwriters;http://cps-static.rovicorp.com/3/JPG_500/MI0003/718/MI0003718440.jpg?partner=allrovi.com
0000092208;Kidz Bop Kids;Ashlynn, Becca, Bredia, Charisma, Dana, Elijah, Eva, Grant, Harrison, Jayna, Kyra, Matt, Steffan, Valerie;Children's, Pop/Rock;Children's Pop, Sing-Alongs, Teen Pop, Contemporary Pop/Rock;http://cps-static.rovicorp.com/3/JPG_400/MI0004/171/MI0004171182.jpg?partner=allrovi.com
0000143543;Fred Penner;;Children's;Children's Folk;http://cps-static.rovicorp.com/3/JPG_400/MI0003/728/MI0003728608.jpg?partner=allrovi.com
0000798086;Ella Jenkins;;Children's, Folk;Children's Folk, Sing-Alongs, Educational, Folksongs, Nursery Rhymes;http://cps-static.rovicorp.com/3/JPG_400/MI0003/764/MI0003764802.jpg?partner=allrovi.com
0000338442;Marlo Thomas;;Children's;Educational;?
0000506860;Tom Chapin;;Children's, Folk;Children's Folk, Contemporary Folk, Children's Songwriters, Sing-Alongs;?
0000274321;Peter, Paul and Mary;Mary Travers, Noel Paul Stookey, Peter Yarrow;Folk, Children's, Pop/Rock;Contemporary Folk, Folk Revival, Folk-Pop, Political Folk, Traditional Folk, Children's Folk, Protest Songs, Folk-Rock;http://cps-static.rovicorp.com/3/JPG_400/MI0001/394/MI0001394372.jpg?partner=allrovi.com
0000784597;Barney;;Children's;Lullabies, Sing-Alongs, Stories;http://cps-static.rovicorp.com/3/JPG_400/MI0001/353/MI0001353871.jpg?partner=allrovi.com
0000379174;Rachel Buchman;;Children's, Comedy/Spoken, International;Chanukah, Poetry, Spoken Word, Jewish Music, Sing-Alongs;http://cps-static.rovicorp.com/3/JPG_400/MI0001/392/MI0001392733.jpg?partner=allrovi.com
0000261866;Jonathan Edwards;;Folk, Children's, Country, Pop/Rock;Bluegrass, Folk-Rock, Progressive Bluegrass, Psychedelic/Garage, AM Pop, Contemporary Pop/Rock;http://cps-static.rovicorp.com/3/JPG_500/MI0003/187/MI0003187224.jpg?partner=allrovi.com
0000069707;The Chipmunks;Alvin, Simon, Theodore, David Seville, Ross Bagdasarian;Children's, Pop/Rock, Country, Comedy/Spoken;Sing-Alongs, Country Comedy, Comedy, Novelty, Song Parody;http://cps-static.rovicorp.com/3/JPG_400/MI0001/397/MI0001397171.jpg?partner=allrovi.com
0000665608;Heather Bishop;;Children's, Folk;;http://cps-static.rovicorp.com/3/JPG_400/MI0001/389/MI0001389426.jpg?partner=allrovi.com
